"HICP_PROD","Type and product group","HICP_REGIO","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"000000","Total HICP","U2","Euro area","M","Monthly","2020-04","2020M4",0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-05","2020M5",0.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-06","2020M6",0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-07","2020M7",0.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-04","2021M4",1.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-05","2021M5",2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-06","2021M6",1.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-07","2021M7",2.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-08","2021M8",3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-05","2022M5",8.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-06","2022M6",8.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-07","2022M7",8.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-08","2022M8",9.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-01","2019M1",1.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-02","2019M2",1.5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-11","2019M11",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-12","2019M12",1.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-01","2020M1",1.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-02","2020M2",1.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-03","2020M3",0.7,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-12","2020M12",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-01","2021M1",0.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-02","2021M2",0.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-03","2021M3",1.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-01","2022M1",5.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-02","2022M2",5.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-03","2022M3",7.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-04","2022M4",7.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-01","2023M1",8.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-02","2023M2",8.5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-03","2023M3",6.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2023-04","2023M4",7,"E","Estimated"
"000000","Total HICP","U2","Euro area","M","Monthly","2019-07","2019M7",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-08","2019M8",1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-09","2019M9",0.8,,
"000000","Total HICP","U2","Euro area","M","Monthly","2019-10","2019M10",0.7,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-08","2020M8",-0.2,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-09","2020M9",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-10","2020M10",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2020-11","2020M11",-0.3,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-09","2021M9",3.4,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-10","2021M10",4.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-11","2021M11",4.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2021-12","2021M12",5,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-09","2022M9",9.9,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-10","2022M10",10.6,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-11","2022M11",10.1,,
"000000","Total HICP","U2","Euro area","M","Monthly","2022-12","2022M12",9.2,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2019","2019",1.44,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2020","2020",0.74,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2021","2021",2.44,,
"99_9_9_9_99","Inflation (general index NICP)","BE","Belgium","A","Annual","2022","2022",9.59,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-03","2019M3",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-04","2019M4",1.7,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-05","2019M5",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-06","2019M6",1.6,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-04","2020M4",1.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-05","2020M5",1.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-06","2020M6",1.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-07","2020M7",3.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-04","2021M4",0.8,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-05","2021M5",1.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-06","2021M6",1.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-07","2021M7",-1.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-08","2021M8",3.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-05","2022M5",3.4,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-06","2022M6",3.7,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-07","2022M7",4.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-08","2022M8",4.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-01","2019M1",1.4,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-02","2019M2",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-11","2019M11",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-12","2019M12",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-01","2020M1",1.6,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-02","2020M2",1.7,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-03","2020M3",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-12","2020M12",1.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-01","2021M1",1.4,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-02","2021M2",0.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-03","2021M3",0.9,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-01","2022M1",2.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-02","2022M2",3.6,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-03","2022M3",3.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-04","2022M4",3.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2023-01","2023M1",6.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2023-02","2023M2",6.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2023-03","2023M3",6.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2023-04","2023M4",6.3,"E","Estimated"
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-07","2019M7",1.7,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-08","2019M8",1.4,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-09","2019M9",1.3,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2019-10","2019M10",1.5,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-08","2020M8",-0.7,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-09","2020M9",1.4,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-10","2020M10",1.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2020-11","2020M11",1.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-09","2021M9",1.6,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-10","2021M10",1.9,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-11","2021M11",2.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2021-12","2021M12",2.2,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-09","2022M9",4.6,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-10","2022M10",4.8,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-11","2022M11",5.1,,
"XEF000","Underlying trend in inflation","BE","Belgium","M","Monthly","2022-12","2022M12",5.5,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-03","2019M3",1.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-04","2019M4",0.8,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-05","2019M5",0.4,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-06","2019M6",0.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-04","2020M4",7.6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-05","2020M5",6.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-06","2020M6",6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-07","2020M7",3.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-04","2021M4",-0.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-05","2021M5",0,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-06","2021M6",-0.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-07","2021M7",1.9,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-08","2021M8",3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-05","2022M5",9,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-06","2022M6",11.2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-07","2022M7",11.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-08","2022M8",11,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-01","2019M1",1.8,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-02","2019M2",2.9,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-11","2019M11",1.8,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-12","2019M12",2.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-01","2020M1",2.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-02","2020M2",2.6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-03","2020M3",3.6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-12","2020M12",2.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-01","2021M1",2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-02","2021M2",1.5,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-03","2021M3",1.6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-01","2022M1",5.2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-02","2022M2",6.2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-03","2022M3",7.8,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-04","2022M4",9.2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2023-01","2023M1",11.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2023-02","2023M2",13.9,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2023-03","2023M3",14.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2023-04","2023M4",10,"E","Estimated"
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-07","2019M7",1.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-08","2019M8",2.5,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-09","2019M9",0.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2019-10","2019M10",0.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-08","2020M8",2.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-09","2020M9",3.1,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-10","2020M10",4.3,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2020-11","2020M11",4.2,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-09","2021M9",2.6,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-10","2021M10",1.4,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-11","2021M11",1.9,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2021-12","2021M12",4.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-09","2022M9",12.7,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-10","2022M10",15.5,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-11","2022M11",13.8,,
"FOODUN","Unprocessed food","U2","Euro area","M","Monthly","2022-12","2022M12",12,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-03","2019M3",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-04","2019M4",2.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-05","2019M5",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-06","2019M6",2,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-04","2020M4",1.6,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-05","2020M5",1.6,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-06","2020M6",1.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-07","2020M7",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-04","2021M4",1.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-05","2021M5",1.6,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-06","2021M6",1.6,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-07","2021M7",1,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-08","2021M8",1.3,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-05","2022M5",3.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-06","2022M6",3.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-07","2022M7",4.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-08","2022M8",4.3,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-01","2019M1",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-02","2019M2",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-11","2019M11",1.9,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-12","2019M12",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-01","2020M1",2.4,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-02","2020M2",2.1,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-03","2020M3",1.9,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-12","2020M12",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-01","2021M1",1.4,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-02","2021M2",1.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-03","2021M3",1.3,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-01","2022M1",2.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-02","2022M2",2.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-03","2022M3",3.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-04","2022M4",3.4,,
"SERV00","Services","BE","Belgium","M","Monthly","2023-01","2023M1",5.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2023-02","2023M2",5.9,,
"SERV00","Services","BE","Belgium","M","Monthly","2023-03","2023M3",5.9,,
"SERV00","Services","BE","Belgium","M","Monthly","2023-04","2023M4",6,"E","Estimated"
"SERV00","Services","BE","Belgium","M","Monthly","2019-07","2019M7",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-08","2019M8",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-09","2019M9",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2019-10","2019M10",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-08","2020M8",1.7,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-09","2020M9",1.8,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-10","2020M10",1.6,,
"SERV00","Services","BE","Belgium","M","Monthly","2020-11","2020M11",1.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-09","2021M9",2,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-10","2021M10",2.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-11","2021M11",2.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2021-12","2021M12",2.3,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-09","2022M9",4.2,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-10","2022M10",4.3,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-11","2022M11",4.5,,
"SERV00","Services","BE","Belgium","M","Monthly","2022-12","2022M12",4.8,,
"NRGY00","Energy","U2","Euro area","A","Annual","2019","2019",1.1,,
"NRGY00","Energy","U2","Euro area","A","Annual","2020","2020",-6.8,,
"NRGY00","Energy","U2","Euro area","A","Annual","2021","2021",13,,
"NRGY00","Energy","U2","Euro area","A","Annual","2022","2022",37,,
"000000","Total HICP","BE","Belgium","A","Annual","2019","2019",1.2,,
"000000","Total HICP","BE","Belgium","A","Annual","2020","2020",0.4,,
"000000","Total HICP","BE","Belgium","A","Annual","2021","2021",3.2,,
"000000","Total HICP","BE","Belgium","A","Annual","2022","2022",10.3,,
"SERV00","Services","U2","Euro area","A","Annual","2019","2019",1.5,,
"SERV00","Services","U2","Euro area","A","Annual","2020","2020",1,,
"SERV00","Services","U2","Euro area","A","Annual","2021","2021",1.5,,
"SERV00","Services","U2","Euro area","A","Annual","2022","2022",3.5,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-03","2019M3",2.18,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-04","2019M4",1.96,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-05","2019M5",1.78,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-06","2019M6",1.88,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-04","2020M4",1.14,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-05","2020M5",1.11,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-06","2020M6",0.94,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-07","2020M7",1,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-04","2021M4",0.64,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-05","2021M5",0.81,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-06","2021M6",1.14,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-07","2021M7",1.83,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-08","2021M8",2.3,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-05","2022M5",8.34,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-06","2022M6",8.72,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-07","2022M7",9.07,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-08","2022M8",9.7,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-01","2019M1",2,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-02","2019M2",2.1,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-11","2019M11",0.48,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-12","2019M12",0.67,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-01","2020M1",1.12,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-02","2020M2",1,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-03","2020M3",0.84,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-12","2020M12",0.64,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-01","2021M1",0.57,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-02","2021M2",0.47,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-03","2021M3",0.55,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-01","2022M1",7.12,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-02","2022M2",7.56,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-03","2022M3",7.68,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-04","2022M4",7.81,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2023-01","2023M1",8.28,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2023-02","2023M2",6.84,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2023-03","2023M3",7.35,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2023-04","2023M4",5.95,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-07","2019M7",1.52,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-08","2019M8",1.41,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-09","2019M9",0.99,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2019-10","2019M10",0.67,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-08","2020M8",1.04,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-09","2020M9",1.11,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-10","2020M10",1.04,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2020-11","2020M11",0.83,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-09","2021M9",2.29,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-10","2021M10",3.48,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-11","2021M11",4.81,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2021-12","2021M12",5.21,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-09","2022M9",11.25,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-10","2022M10",12.27,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-11","2022M11",10.63,,
"HEALTH","Health index (NICP)","BE","Belgium","M","Monthly","2022-12","2022M12",10.63,,
"IGXE00","Non-energy industrial goods","BE","Belgium","A","Annual","2019","2019",1,,
"IGXE00","Non-energy industrial goods","BE","Belgium","A","Annual","2020","2020",0.7,,
"IGXE00","Non-energy industrial goods","BE","Belgium","A","Annual","2021","2021",0.8,,
"IGXE00","Non-energy industrial goods","BE","Belgium","A","Annual","2022","2022",4.2,,
